Index, Symbol, Company Name, Sector, Industry, Country, Market Cap, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, EPS This Y, EPS Next Y, EPS Next 5Y, EPS Q/Q, Sales Q/Q, ROA, ROE, ROI, Current Ratio, Quick Ratio, LT Debt/Equity, Debt/Equity, Gross Margin, Operating Margin, Net Margin, Perf Month, Perf Quarter, Perf Half Y, Perf Year, Perf YTD, Volatility (Month)
159, PG, The Procter & Gamble Company, Consumer Defensive, Household & Personal Products, USA, 330.46B, 22.64, 2.86, 4.41, 7.25, 40.15, 246.70%, 5.73%, 8.68%, 13.10%, 5.20%, 11.70%, 30.00%, 16.10%, 0.70, 0.50, 0.46, 0.65, 51.90%, 23.90%, 18.60%, 1.77%, 8.50%, -2.76%, 16.33%, -3.08%, 1.28%
162, PM, Philip Morris International Inc., Consumer Defensive, Tobacco, USA, 150.68B, 14.39, 1.37, 5.17, -, 135.75, 12.00%, 10.12%, 12.75%, 32.20%, 6.00%, 21.20%, -71.60%, 49.00%, 1.20, 0.60, -, -, 67.60%, 42.30%, 29.60%, 1.41%, 13.51%, 25.41%, 31.45%, 16.48%, 1.35%
164, POST, Post Holdings Inc., Consumer Defensive, Packaged Foods, USA, 7.26B, 21.70, 0.88, 1.28, 2.55, 15.06, -99.30%, 67.32%, 31.20%, 161.10%, -0.70%, 2.40%, 9.80%, 6.30%, 2.30, 1.60, 2.41, 2.43, 31.30%, 10.00%, 5.00%, 1.40%, 18.09%, 21.20%, 32.70%, 14.37%, 1.59%
166, PRDO, Perdoceo Education Corporation, Consumer Defensive, Education & Training Services, USA, 865.00M, 7.05, 0.46, 1.24, 1.45, 5.21, 78.20%, 6.79%, 15.00%, 5.90%, 7.40%, 17.90%, 23.50%, 21.70%, 4.90, 4.90, 0.00, 0.00, 83.70%, 20.90%, 18.00%, 1.25%, -8.41%, 7.12%, -25.12%, -3.48%, 2.96%
168, PSMT, PriceSmart Inc., Consumer Defensive, Discount Stores, USA, 2.71B, 26.44, 2.04, 0.79, 3.07, 24.06, 9.80%, 3.73%, 15.00%, 9.60%, 3.40%, 5.40%, 10.30%, 8.20%, 1.30, 0.60, 0.12, 0.17, 17.30%, 4.20%, 2.60%, 3.64%, -9.58%, 8.74%, 62.38%, -3.06%, 2.51%
170, REED, "Reeds Inc.", Consumer Defensive, Beverages - Non-Alcoholic, USA, 93.20M, -, -, 2.11, 12.38, -, 63.50%, 21.40%, 20.00%, 4.00%, 27.40%, -62.50%, -239.50%, -, 1.40, 0.50, 0.00, 0.75, 31.10%, -24.50%, -27.40%, -4.81%, -10.00%, 65.44%, 47.76%, 67.51%, 11.84%
172, RIBT, RiceBran Technologies, Consumer Defensive, Packaged Foods, USA, 48.60M, -, -, 1.83, 2.00, -, 32.80%, 33.30%, 40.00%, 116.70%, 3.60%, -23.30%, -33.70%, -38.90%, 1.70, 1.50, 0.05, 0.19, -5.30%, -28.70%, -30.60%, -7.83%, 4.95%, 74.63%, -5.36%, 73.77%, 6.05%
174, RMCF, Rocky Mountain Chocolate Factory Inc., Consumer Defensive, Confectioners, USA, 38.31M, -, -, 1.64, 2.28, -, -55.80%, -, -, 797.30%, -8.90%, -12.60%, -21.20%, 5.30%, 1.80, 1.20, 0.03, 0.29, 25.70%, -20.40%, -15.40%, 4.33%, 23.96%, 60.51%, 45.92%, 54.57%, 3.81%
176, SAFM, Sanderson Farms Inc., Consumer Defensive, Packaged Foods, USA, 3.63B, 15.60, -, 0.92, 2.37, 16.52, -142.60%, 37.71%, -, 217.00%, -32.00%, 8.60%, 11.50%, -1.20%, 2.80, 1.50, 0.04, 0.04, 12.00%, 5.70%, 4.20%, -0.88%, 3.59%, 18.23%, 23.28%, 23.11%, 2.73%
178, SANW, S&W Seed Company, Consumer Defensive, Farm Products, USA, 130.40M, -, -, 1.50, 1.75, -, -90.90%, 42.10%, 15.00%, 46.20%, 11.30%, -14.20%, -30.10%, -13.90%, 1.40, 0.40, 0.16, 0.68, 15.20%, -22.30%, -25.60%, -7.05%, -1.11%, 48.33%, 67.14%, 21.50%, 4.41%
180, SFM, Sprouts Farmers Market Inc., Consumer Defensive, Grocery Stores, USA, 3.08B, 12.52, 0.94, 0.48, 3.25, 14.53, 94.60%, 8.25%, 12.09%, -10.20%, -4.30%, 9.70%, 32.80%, 26.40%, 1.20, 0.60, 0.27, 0.27, 37.10%, 5.90%, 4.40%, 1.49%, 22.13%, 31.03%, 5.85%, 32.34%, 3.00%
161, PLIN, China Xiangtai Food Co. Ltd., Consumer Defensive, Packaged Foods, China, 46.99M, -, -, 0.42, 1.29, -, -157.30%, -, -, -168.30%, -41.30%, -8.90%, -21.60%, 0.70%, 1.50, -, 0.12, 0.74, 6.50%, 0.40%, -4.40%, 69.79%, 21.62%, 62.65%, -10.60%, 41.51%, 9.81%
163, PME, Pingtan Marine Enterprise Ltd., Consumer Defensive, Farm Products, China, 79.87M, -, -, 0.88, 0.50, -, -57.60%, -, -, -82.90%, 37.50%, 1.20%, 4.10%, 3.60%, 1.00, 0.50, 1.64, 2.27, 19.70%, 17.10%, 6.30%, -15.22%, -39.05%, -49.32%, -21.63%, -49.86%, 6.76%
165, PPC, "Pilgrims Pride Corporation", Consumer Defensive, Packaged Foods, USA, 5.84B, 10.52, 1.70, 0.48, 2.15, -, -78.90%, 15.57%, 27.00%, 52.50%, 6.50%, -, -, 3.70%, 1.70, 0.80, 0.86, 0.87, 7.50%, -, -, -0.66%, 3.09%, 24.69%, 16.30%, 22.59%, 2.70%
167, PRMW, Primo Water Corporation, Consumer Defensive, Beverages - Non-Alcoholic, USA, 2.77B, 25.72, -, 1.42, 2.08, -, 7.30%, 13.87%, 23.70%, 67.30%, 0.90%, -, -, -2.60%, 0.80, 0.70, 0.99, 1.09, 56.40%, -, -, 2.97%, 21.05%, 15.40%, 43.89%, 10.40%, 1.95%
169, REDU, RISE Education Cayman Ltd, Consumer Defensive, Education & Training Services, China, 195.37M, 5.93, -, 1.12, 2.62, -, -192.10%, 4.89%, 24.57%, 76.30%, 139.90%, -2.10%, -11.20%, -17.50%, 0.80, 0.70, 0.83, 0.87, 44.00%, -7.10%, -4.80%, -2.82%, -42.25%, -45.80%, 13.97%, -43.67%, 5.39%
171, REV, Revlon Inc., Consumer Defensive, Household & Personal Products, USA, 674.45M, -, -, 0.36, -, -, -272.50%, 25.40%, 5.00%, 55.50%, -1.80%, -18.30%, 28.80%, -23.40%, 1.40, 0.80, -, -, 55.00%, -0.50%, -26.40%, 5.09%, 9.21%, 6.66%, 25.10%, 7.83%, 5.68%
173, RLX, RLX Technology Inc., Consumer Defensive, Tobacco, China, 18.43B, 30.57, -, 30.79, -, -, -365.30%, 48.59%, -, -350.40%, 294.30%, -, -, -8.90%, 1.50, 1.40, 0.00, 0.62, 40.00%, 0.30%, -3.40%, 2.91%, -43.11%, -, -, -61.67%, 7.27%
175, RYB, RYB Education Inc., Consumer Defensive, Education & Training Services, China, 115.30M, 66.33, -, 1.05, 1.88, -, 103.80%, 20.00%, 43.72%, -, -7.10%, -12.50%, -61.10%, -74.00%, 0.50, 0.50, 0.00, 0.00, -6.50%, -41.60%, -34.00%, 36.77%, 18.81%, 46.32%, 33.11%, 67.93%, 8.51%
177, SAM, The Boston Beer Company Inc., Consumer Defensive, Beverages - Brewers, USA, 12.67B, 31.55, 1.51, 6.49, 12.62, -, 73.10%, 35.64%, 37.58%, 313.40%, 64.90%, -, -, 18.70%, 1.70, 1.10, 0.00, 0.00, 47.20%, -, -, -12.56%, -3.32%, 17.13%, 87.37%, 6.42%, 4.14%
179, SENEA, Seneca Foods Corporation, Consumer Defensive, Packaged Foods, USA, 421.71M, -, -, 0.29, 0.83, 7.41, 244.90%, -, -, 200.10%, 23.30%, 14.20%, 30.30%, 8.50%, 2.80, 0.70, 0.23, 0.25, 15.10%, 11.90%, 9.00%, -1.70%, -15.68%, 10.12%, 26.79%, 15.89%, 2.84%
182, SMPL, The Simply Good Foods Company, Consumer Defensive, Packaged Foods, USA, 3.30B, 29.64, 3.12, 3.67, 2.58, 29.47, -36.70%, 10.11%, 15.70%, 78.00%, 1.50%, 3.50%, 5.70%, 3.50%, 3.60, 2.60, 0.43, 0.43, 40.20%, 14.30%, 7.80%, -0.95%, 12.37%, 53.71%, 102.76%, 10.11%, 3.45%
184, SPTN, SpartanNash Company, Consumer Defensive, Food Distribution, USA, 745.90M, 10.55, 0.48, 0.08, 0.99, 3.64, -30.40%, 12.83%, 20.65%, 124.60%, 12.50%, 3.20%, 10.40%, 7.60%, 1.50, 0.70, 0.65, 0.66, 15.20%, 1.10%, 0.80%, 7.59%, 13.66%, 9.73%, -2.06%, 20.45%, 2.43%
186, STKL, SunOpta Inc., Consumer Defensive, Packaged Foods, Canada, 1.32B, 116.82, -, 1.67, 3.93, -, -157.10%, 127.66%, 30.00%, 95.70%, 0.00%, -, -, -5.10%, 2.20, 0.90, 0.43, 0.45, 14.20%, -, -, -0.64%, -20.69%, 37.51%, 166.52%, 7.11%, 4.22%
188, STZ, Constellation Brands Inc., Consumer Defensive, Beverages - Wineries & Distilleries, USA, 45.85B, 20.34, 2.94, 5.32, 3.42, 33.55, 1.30%, 16.53%, 9.05%, -15.90%, 2.60%, 7.40%, 16.10%, 9.40%, 2.40, 1.40, 0.77, 0.77, 51.80%, 32.20%, 23.20%, -0.78%, 10.09%, 17.11%, 38.81%, 9.44%, 1.40%
190, SYY, Sysco Corporation, Consumer Defensive, Food Distribution, USA, 41.15B, 24.42, -, 0.93, 29.67, 56.00, -87.00%, 152.05%, 28.37%, -82.40%, -13.70%, -1.10%, -18.60%, 3.90%, 1.70, 1.20, 8.41, 9.10, 18.20%, 0.60%, -0.60%, -3.77%, 0.11%, 13.00%, 46.85%, 9.08%, 2.20%
192, TANH, Tantech Holdings Ltd, Consumer Defensive, Household & Personal Products, China, 41.60M, -, -, 0.98, 0.35, 2.95, -5.00%, -, -, -517.70%, 42.60%, -5.50%, -6.90%, -9.10%, 4.90, 4.80, 0.00, 0.08, 10.60%, -24.40%, -15.40%, -12.21%, -30.30%, -42.21%, 17.35%, -16.67%, 6.33%
194, TEDU, Tarena International Inc., Consumer Defensive, Education & Training Services, China, 204.80M, -, -, 0.69, -, -, 27.30%, -, -1.25%, 88.80%, -74.00%, -, -, 68.80%, 0.20, -, -, -, 43.80%, -, -, 8.31%, 17.74%, 52.08%, 66.67%, 20.07%, 1.77%
196, THS, TreeHouse Foods Inc., Consumer Defensive, Packaged Foods, USA, 2.75B, 15.43, 7.76, 0.64, 1.46, 10.82, 116.70%, 10.23%, 6.20%, 101.00%, -2.50%, 0.90%, 2.50%, 3.70%, 1.20, 0.50, 1.04, 1.04, 19.60%, 2.60%, 1.10%, 1.82%, -2.70%, 20.36%, -7.59%, 14.64%, 2.63%
198, TR, Tootsie Roll Industries Inc., Consumer Defensive, Confectioners, USA, 2.09B, -, 4.10, 4.44, 2.80, 62.37, -7.90%, -, 9.00%, -8.80%, -0.60%, 5.90%, 7.60%, 5.30%, 4.40, 3.40, 0.01, 0.01, 36.20%, 10.20%, 12.30%, -1.45%, 4.13%, 2.15%, -9.52%, 8.51%, 1.98%
200, TTCF, Tattooed Chef Inc., Consumer Defensive, Packaged Foods, USA, 1.79B, 72.14, -, 8.87, 5.88, -, 962.80%, 583.30%, -, -310.10%, 47.70%, -, -, 13.30%, 6.40, 5.50, 0.01, 0.01, 15.10%, -, -, 20.50%, 0.47%, 33.50%, 64.83%, -7.03%, 5.81%
181, SJM, The J. M. Smucker Company, Consumer Defensive, Packaged Foods, USA, 14.52B, 15.48, -, 1.78, 1.82, 16.47, 51.00%, -3.19%, -0.42%, 41.40%, 5.30%, 5.70%, 11.40%, 7.10%, 0.80, 0.50, 0.48, 0.59, 39.00%, 18.30%, 11.60%, 1.02%, 18.95%, 12.96%, 16.99%, 15.30%, 1.86%
183, SPB, Spectrum Brands Holdings Inc., Consumer Defensive, Household & Personal Products, USA, 3.79B, 14.44, 0.72, 0.85, 2.55, 14.27, 150.30%, -0.42%, 18.20%, 167.90%, 22.60%, 5.80%, 21.00%, 6.40%, 1.90, 1.10, 1.72, 1.73, 36.00%, 12.10%, 6.70%, -1.04%, 10.88%, 30.28%, 87.85%, 12.55%, 2.30%
185, STG, Sunlands Technology Group, Consumer Defensive, Education & Training Services, China, 183.40M, -, -, 0.50, -, -, -10.30%, -, -, 18.20%, 22.90%, -12.40%, 37.00%, 63.80%, 0.60, 0.60, -, -, 83.00%, -27.00%, -17.90%, 10.78%, -8.13%, -18.12%, -25.66%, 3.67%, 6.55%
187, STRA, Strategic Education Inc., Consumer Defensive, Education & Training Services, USA, 1.84B, 11.35, 2.61, 1.75, 0.98, 36.53, 2.80%, 15.63%, 10.20%, -75.20%, 9.40%, 2.90%, 3.60%, 4.30%, 1.40, 1.40, 0.08, 0.08, 47.50%, 7.30%, 5.80%, -9.30%, -18.09%, -22.49%, -58.24%, -25.69%, 3.52%
189, SUMR, Summer Infant Inc., Consumer Defensive, Household & Personal Products, USA, 26.68M, -, 7.81, 0.18, 5.16, 2.08, 73.80%, -, 10.00%, 121.00%, -10.20%, 0.50%, 6.10%, 8.60%, 1.40, 0.90, 4.98, 5.42, 32.40%, 2.50%, 0.20%, -31.84%, -20.92%, -26.47%, 106.32%, -16.03%, 9.39%
191, TAL, TAL Education Group, Consumer Defensive, Education & Training Services, China, 25.35B, 27.41, -, 5.64, 4.89, 26.56, -2.50%, 104.49%, -, -76.20%, 58.90%, -1.30%, -3.10%, -5.10%, 2.40, 2.40, 0.44, 0.49, 54.40%, -10.30%, -2.60%, -31.84%, -49.91%, -45.88%, -29.21%, -44.11%, 6.72%
193, TAP, Molson Coors Beverage Company, Consumer Defensive, Beverages - Brewers, USA, 12.45B, 13.88, -, 1.32, 1.01, 11.65, -492.80%, 8.67%, 3.41%, 171.60%, -9.70%, -2.70%, -5.80%, -3.50%, 0.70, 0.50, 0.57, 0.66, 41.00%, -1.50%, -7.90%, 5.08%, 30.03%, 25.42%, 53.64%, 29.06%, 2.61%
195, TGT, Target Corporation, Consumer Defensive, Discount Stores, USA, 113.13B, 18.72, 1.62, 1.15, 7.56, 17.16, 36.30%, -0.65%, 11.45%, 641.90%, 23.40%, 12.30%, 44.70%, 17.90%, 1.10, 0.50, 0.77, 0.85, 30.30%, 8.40%, 6.30%, 9.42%, 21.94%, 26.19%, 85.50%, 28.54%, 1.90%
197, TPB, Turning Point Brands Inc., Consumer Defensive, Tobacco, USA, 830.17M, 12.99, 1.35, 1.97, 6.75, 19.22, 143.60%, 14.14%, 15.50%, 132.30%, 18.60%, 8.00%, 35.90%, 12.60%, 4.90, 3.20, 3.51, 3.55, 47.70%, 17.50%, 9.80%, -12.34%, -17.10%, 11.35%, 78.28%, -4.02%, 2.83%
199, TSN, Tyson Foods Inc., Consumer Defensive, Farm Products, USA, 29.00B, 12.40, 3.64, 0.67, 1.81, 13.11, 4.40%, 6.19%, 3.80%, 26.60%, 3.80%, 6.00%, 13.50%, 9.50%, 1.70, 0.80, 0.61, 0.65, 14.10%, 7.20%, 4.80%, 2.85%, 15.99%, 22.33%, 29.39%, 23.37%, 1.80%
202, TWOU, 2U Inc., Consumer Defensive, Education & Training Services, USA, 2.75B, -, -, 3.30, 2.95, 65.12, 15.80%, 105.40%, 25.00%, 34.50%, 32.50%, -13.70%, -23.20%, -15.60%, 2.30, 2.30, 0.31, 0.31, 50.40%, -20.90%, -24.30%, -10.43%, -12.68%, 9.53%, -0.14%, -8.97%, 5.20%
204, UL, Unilever PLC, Consumer Defensive, Household & Personal Products, United Kingdom, 155.05B, 19.01, 3.36, 2.51, 10.30, -, -0.90%, 5.17%, 6.90%, -12.30%, -52.30%, -, -, 15.20%, -, -, -, -, -, -, -, 1.78%, 13.92%, -2.14%, 10.95%, -0.65%, 0.94%
206, USFD, US Foods Holding Corp., Consumer Defensive, Food Distribution, USA, 8.42B, 15.21, -, 0.37, 2.46, 17.01, -166.00%, 62.64%, -, 70.70%, -0.70%, -1.20%, -4.60%, -0.10%, 1.60, 1.00, 1.60, 1.69, 16.00%, 0.20%, -0.70%, -6.57%, 5.13%, 21.76%, 103.45%, 16.90%, 3.27%
208, UTI, Universal Technical Institute Inc., Consumer Defensive, Education & Training Services, USA, 197.47M, 12.22, -, 0.69, 1.12, -, 117.70%, 122.97%, 15.00%, -122.00%, -54.30%, -2.90%, -7.10%, 3.80%, 1.10, 1.10, 0.00, 0.00, 76.50%, -3.00%, -4.40%, 6.89%, -3.82%, -4.42%, -18.35%, -6.35%, 3.61%
210, UVV, Universal Corporation, Consumer Defensive, Tobacco, USA, 1.41B, -, -, 0.71, 1.09, 67.01, -30.50%, -, -, 29.40%, 33.20%, 2.50%, 4.50%, 5.40%, 4.60, 1.60, 0.41, 0.51, 19.90%, 5.10%, 2.80%, -1.20%, 8.10%, 18.70%, 27.19%, 15.28%, 1.95%
212, VGR, Vector Group Ltd., Consumer Defensive, Tobacco, USA, 2.20B, 12.85, 1.27, 1.05, -, 25.52, -3.90%, 4.39%, 13.10%, 894.30%, 19.60%, 8.80%, -18.90%, 25.50%, 2.20, 1.90, -, -, 32.10%, 14.70%, 6.00%, 5.93%, -2.55%, 20.93%, 20.30%, 18.03%, 3.16%
214, VLGEA, Village Super Market Inc., Consumer Defensive, Grocery Stores, USA, 345.26M, -, -, 0.18, 1.01, 8.28, 18.60%, -, -, 4.70%, -38.10%, 3.30%, 8.30%, 5.40%, 1.20, 0.90, 0.28, 0.30, 28.10%, 1.80%, 1.40%, -1.55%, 2.86%, 5.51%, 0.75%, 9.29%, 2.27%
216, VTRU, Vitru Limited, Consumer Defensive, Education & Training Services, Brazil, 345.83M, 2.49, 0.70, 3.49, 1.84, 36.02, 178.80%, 54.64%, 49.40%, 307.70%, 121.40%, -, -, 5.60%, 1.90, 1.90, 0.27, 0.45, 57.30%, 11.70%, 10.00%, 26.27%, 7.89%, 5.15%, -, 1.02%, 9.33%
218, WILC, G. Willi-Food International Ltd., Consumer Defensive, Food Distribution, Israel, 313.32M, -, 0.94, 2.30, 1.67, 17.90, -0.30%, -, 15.00%, -1.20%, -9.60%, 11.70%, 12.60%, 7.20%, 13.40, 12.00, 0.00, 0.01, 31.70%, 12.10%, 16.20%, -4.24%, 0.40%, 17.32%, 53.15%, 5.51%, 2.35%
220, WMT, Walmart Inc., Consumer Defensive, Discount Stores, USA, 398.64B, 22.68, 4.66, 0.71, 4.96, 21.98, -8.50%, 5.09%, 7.08%, -151.00%, 7.30%, 8.10%, 25.80%, 5.60%, 1.00, 0.50, 0.56, 0.60, 25.10%, 3.80%, 3.50%, 1.72%, 8.11%, -6.45%, 14.48%, -1.47%, 1.43%
201, TWNK, Hostess Brands Inc., Consumer Defensive, Packaged Foods, USA, 2.04B, 17.35, 2.52, 1.97, 1.23, 15.94, -7.90%, 8.13%, 9.14%, -69.80%, 9.00%, 2.70%, 5.60%, 4.20%, 2.20, 2.00, 0.67, 0.68, 35.80%, 16.10%, 8.60%, 2.95%, 7.47%, 14.87%, 29.86%, 7.10%, 1.99%
203, UG, United-Guardian Inc., Consumer Defensive, Household & Personal Products, USA, 77.23M, -, -, 6.96, 6.65, 51.49, -30.60%, -, -, 49.50%, 3.00%, 29.00%, 33.60%, 26.70%, 8.10, 7.20, 0.00, 0.00, 56.30%, 34.80%, 33.30%, 9.52%, 19.40%, 9.38%, 5.84%, 16.01%, 4.31%
205, UNFI, United Natural Foods Inc., Consumer Defensive, Food Distribution, USA, 2.11B, 10.72, -, 0.08, 1.73, 4.75, 0.40%, 3.33%, -3.76%, 440.70%, 7.10%, 2.60%, 16.90%, -3.50%, 1.60, 0.60, 2.04, 2.06, 15.30%, 1.40%, 0.70%, 5.30%, 33.43%, 111.24%, 93.67%, 137.70%, 5.76%
207, USNA, USANA Health Sciences Inc., Consumer Defensive, Household & Personal Products, USA, 2.13B, 15.60, 1.16, 1.81, 5.48, 15.22, 33.10%, 6.35%, 15.00%, 17.80%, 15.50%, 22.20%, 32.50%, 27.90%, 2.50, 1.90, 0.00, 0.00, 81.20%, 15.40%, 10.90%, 14.05%, 7.11%, 39.55%, 24.81%, 37.15%, 2.64%
209, UTZ, Utz Brands Inc., Consumer Defensive, Packaged Foods, USA, 2.05B, 28.52, -, 1.66, 2.37, -, 317.30%, 13.76%, 26.16%, -569.50%, 22.10%, 0.30%, 0.70%, -, 1.70, 1.20, 1.29, 1.31, 59.40%, -, 0.30%, -19.65%, -9.52%, 16.42%, 115.58%, 4.71%, 3.76%
211, VFF, Village Farms International Inc., Consumer Defensive, Farm Products, Canada, 776.06M, -, -, 4.56, 3.18, -, -, -, -, -, 43.30%, -, -, -, -, -, -, -, -, -, -, -13.95%, -41.58%, -2.50%, 79.23%, -3.85%, 8.41%
213, VITL, Vital Farms Inc., Consumer Defensive, Farm Products, USA, 849.26M, 1520.71, -, 3.77, 5.72, 90.35, 339.20%, 133.30%, -, 61.60%, 22.90%, 6.90%, 9.20%, 6.60%, 5.80, 5.30, 0.00, 0.00, 35.50%, 5.50%, 4.60%, -15.68%, -24.10%, -28.56%, -, -15.88%, 5.03%
215, VSTA, Vasta Platform Limited, Consumer Defensive, Education & Training Services, Brazil, 661.62M, 3.38, -, 3.91, 0.80, 18.90, 24.80%, 72.04%, 8.41%, -120.00%, -28.40%, -1.20%, -1.80%, 0.90%, 1.50, 1.30, 0.09, 0.18, 63.40%, -5.00%, -8.90%, -9.85%, -37.03%, -35.37%, -, -39.38%, 7.25%
217, WAFU, Wah Fu Education Group Limited, Consumer Defensive, Education & Training Services, China, 30.68M, -, -, 4.15, 3.20, 21.92, -82.20%, -, -, 208.40%, 48.30%, -0.70%, -1.00%, -19.60%, 2.90, -, 0.00, 0.00, 49.70%, 1.50%, -1.20%, -13.46%, 36.75%, 47.91%, 244.88%, 79.90%, 12.59%
219, WMK, Weis Markets Inc., Consumer Defensive, Grocery Stores, USA, 1.34B, -, -, 0.32, 1.18, -, 74.90%, -, -, -9.10%, 2.10%, 6.60%, 10.20%, 10.30%, 2.00, 1.00, 0.00, 0.00, 26.70%, 3.80%, 2.80%, -1.83%, -7.98%, 6.89%, -8.70%, 6.42%, 2.50%
222, WVVI, Willamette Valley Vineyards Inc., Consumer Defensive, Beverages - Wineries & Distilleries, USA, 69.69M, -, -, 2.62, 2.18, 49.78, 53.50%, -, -, -144.70%, -10.80%, 2.00%, 4.70%, 9.00%, 6.20, 3.00, 0.16, 0.22, 61.40%, 15.60%, 5.70%, 17.31%, 83.06%, 113.52%, 137.76%, 125.59%, 6.90%
224, ZVO, Zovio Inc, Consumer Defensive, Education & Training Services, USA, 72.99M, -, -, 0.19, 1.52, 2.42, 17.60%, -, 20.00%, -559.80%, -21.50%, -28.20%, -71.90%, -78.50%, 1.00, 1.00, 0.06, 0.06, 76.10%, -16.20%, -16.10%, -34.54%, -54.72%, -36.14%, -16.07%, -50.42%, 8.66%
221, WTER, The Alkaline Water Company Inc., Consumer Defensive, Beverages - Non-Alcoholic, USA, 103.50M, -, -, 2.19, 58.50, -, -27.70%, 38.10%, -, 9.50%, 20.00%, -99.70%, -445.70%, -161.60%, 1.10, 0.70, 0.06, 2.39, 40.90%, -31.90%, -33.30%, 2.63%, -4.10%, 0.00%, 4.46%, 15.84%, 4.93%
223, YQ, 17 Education & Technology Group Inc., Consumer Defensive, Education & Training Services, China, 962.81M, -, -, 6.15, 2.83, -, -167.10%, 3.60%, 9.28%, 265.20%, 153.10%, -, -, -64.60%, 2.50, 2.50, 0.00, 0.00, 60.70%, -, -, -27.57%, -65.89%, -, -, -62.06%, 8.36%
