Index, Symbol, Company Name, Sector, Industry, Country, Market Cap, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, EPS This Y, EPS Next Y, EPS Next 5Y, EPS Q/Q, Sales Q/Q, ROA, ROE, ROI, Current Ratio, Quick Ratio, LT Debt/Equity, Debt/Equity, Gross Margin, Operating Margin, Net Margin, Perf Month, Perf Quarter, Perf Half Y, Perf Year, Perf YTD, Volatility (Month)
223, TSE, Trinseo S.A., Basic Materials, Specialty Chemicals, USA, 2.52B, 8.45, 3.76, 0.77, 3.70, 13.11, -90.90%, -23.56%, 5.95%, 292.00%, 28.00%, 4.00%, 20.30%, 3.00%, 3.30, 2.60, 2.37, 2.39, 13.70%, 8.80%, 3.50%, 2.77%, -6.41%, 61.99%, 215.55%, 26.81%, 4.30%
225, UAMY, United States Antimony Corporation, Basic Materials, Other Industrial Metals & Mining, USA, 88.50M, -, -, 18.83, 2.50, -, 14.70%, -, -, 18.70%, -23.50%, -17.50%, -24.00%, -, 8.10, 7.90, 0.02, 0.02, 6.70%, -69.30%, -70.80%, -6.59%, -47.20%, 75.29%, 147.60%, 62.84%, 8.08%
227, UFPI, UFP Industries Inc., Basic Materials, Lumber & Wood Production, USA, 4.94B, 12.85, 0.93, 0.83, 3.05, -, 37.40%, 0.54%, 17.00%, 155.40%, 76.80%, -, -, 14.60%, 2.80, 1.50, 0.27, 0.30, 15.50%, -, -, -6.38%, 25.92%, 47.12%, 73.89%, 43.15%, 3.05%
229, UNVR, Univar Solutions Inc., Basic Materials, Chemicals, USA, 4.59B, 14.45, 4.11, 0.56, 2.45, 41.99, 148.40%, 13.84%, 17.75%, 18.10%, -2.50%, 1.00%, 3.60%, 5.00%, 1.70, 1.20, 1.28, 1.35, 24.50%, 2.70%, 0.80%, 14.16%, 33.19%, 48.03%, 75.23%, 42.50%, 2.46%
231, USAS, Americas Gold and Silver Corporation, Basic Materials, Other Industrial Metals & Mining, Canada, 231.49M, 5.80, -, 8.30, 1.21, -, -, 600.00%, -, -, -33.90%, -, -, -, -, -, -, -, -, -, -, -19.82%, -30.40%, -35.32%, -29.84%, -46.13%, 6.57%
233, USCR, U.S. Concrete Inc., Basic Materials, Building Materials, USA, 975.10M, 16.98, 3.30, 0.74, 2.60, 9.72, 46.50%, 39.35%, 14.00%, -52.10%, -14.60%, 1.50%, 6.40%, 6.10%, 1.30, 1.00, 1.93, 2.02, 22.90%, 4.70%, 1.80%, -12.43%, 3.34%, 52.22%, 173.20%, 42.58%, 5.24%
235, VALE, Vale S.A., Basic Materials, Other Industrial Metals & Mining, Brazil, 111.97B, 5.87, 0.30, 2.38, 2.79, 13.22, 500.30%, -22.19%, 34.03%, 3006.10%, 121.80%, 12.00%, 29.10%, 18.60%, 2.00, 1.60, 0.35, 0.38, 57.50%, 34.20%, 22.80%, 2.18%, 23.83%, 51.80%, 126.25%, 29.51%, 3.08%
237, VGZ, Vista Gold Corp., Basic Materials, Gold, USA, 120.60M, -, -, -, 8.77, -, 104.30%, -, -, 13.90%, -, 4.80%, 5.60%, -, 3.70, 3.70, 0.00, 0.00, -, -, -, 4.59%, 20.27%, 19.37%, 26.25%, 5.56%, 4.99%
239, VMC, Vulcan Materials Company, Basic Materials, Building Materials, USA, 24.61B, 29.94, 2.32, 5.05, 3.97, 37.71, -5.40%, 16.21%, 15.25%, 169.10%, 1.80%, 6.00%, 11.50%, 7.90%, 3.50, 2.70, 0.45, 0.46, 26.80%, 21.20%, 14.00%, 0.90%, 6.61%, 27.29%, 69.24%, 23.61%, 2.08%
242, WDFC, WD-40 Company, Basic Materials, Specialty Chemicals, USA, 3.43B, 43.48, 4.49, 7.68, 17.88, 88.39, -5.20%, 5.04%, 10.00%, 20.20%, 11.90%, 19.40%, 44.80%, 22.80%, 3.10, 2.50, 0.62, 0.63, 55.60%, 20.90%, 16.70%, -1.11%, -22.20%, -3.01%, 27.60%, -7.86%, 2.36%
244, WLK, Westlake Chemical Corporation, Basic Materials, Specialty Chemicals, USA, 12.97B, 14.50, 0.67, 1.64, 2.06, 15.06, -21.10%, -18.56%, 45.44%, 66.80%, 22.00%, 3.10%, 7.10%, 4.90%, 2.80, 2.10, 0.57, 0.57, 15.80%, 8.10%, 5.40%, 4.15%, 15.90%, 29.62%, 111.47%, 23.62%, 2.78%
246, WOR, Worthington Industries Inc., Basic Materials, Steel, USA, 3.58B, 16.91, 0.14, 1.28, 2.64, 20.74, -46.00%, -16.84%, 41.50%, 363.80%, -0.60%, 21.50%, 52.30%, -0.50%, 2.60, 2.00, 0.54, 0.54, 17.90%, 2.30%, 22.30%, 0.15%, -3.96%, 25.06%, 121.82%, 29.28%, 3.63%
248, WRN, Western Copper and Gold Corporation, Basic Materials, Other Industrial Metals & Mining, Canada, 355.79M, -, -, -, 4.30, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 71.24%, 63.75%, 118.33%, 231.60%, 113.01%, 9.54%
250, X, United States Steel Corporation, Basic Materials, Steel, USA, 7.03B, 12.75, -, 0.66, 1.40, -, -61.10%, -73.86%, 8.00%, 115.10%, 33.30%, -5.40%, -17.60%, -10.80%, 1.40, 0.80, 1.25, 1.26, 5.90%, -5.00%, -6.40%, 15.24%, 41.69%, 80.32%, 222.51%, 54.62%, 7.03%
252, YTEN, Yield10 Bioscience Inc., Basic Materials, Agricultural Inputs, USA, 40.13M, -, -, 50.16, 1.53, -, 87.90%, 3.60%, 0.00%, 71.90%, 0.00%, -50.90%, -69.20%, -98.20%, 15.90, 15.90, 0.00, 0.00, -, -, -, -15.05%, -48.60%, 20.64%, 37.33%, 42.56%, 10.20%
254, ZKIN, ZK International Group Co. Ltd., Basic Materials, Steel, China, 110.88M, -, -, 1.28, 1.62, -, -110.20%, -, -, -123.10%, 65.00%, -1.00%, -1.90%, 0.10%, 1.60, 1.10, 0.01, 0.40, 4.50%, -1.50%, -1.00%, -31.57%, -40.86%, 92.98%, 307.41%, 69.88%, 10.03%
241, VRS, Verso Corporation, Basic Materials, Paper & Paper Products, USA, 553.17M, 189.00, -, 0.41, 0.84, -, -248.10%, 104.50%, -, -184.80%, -46.50%, -6.90%, -11.60%, -17.30%, 2.70, 1.40, 0.01, 0.01, 1.80%, -9.40%, -7.40%, 11.47%, 35.75%, 54.78%, 49.39%, 41.51%, 3.59%
243, WFG, West Fraser Timber Co. Ltd., Basic Materials, Lumber & Wood Production, Canada, 9.20B, -, -, 1.57, -, -, -, -, -, -, 49.60%, -, -, -, -, -, -, -, -, -, -, -1.24%, 13.80%, 36.08%, 178.99%, 19.84%, 4.27%
245, WLKP, Westlake Chemical Partners LP, Basic Materials, Chemicals, USA, 959.42M, 11.98, 1.88, 0.97, 1.84, 3.06, 6.30%, 16.78%, 8.00%, -14.70%, 7.10%, 4.70%, 12.20%, 38.30%, 6.50, 6.50, 0.77, 0.77, 36.90%, 34.00%, 6.50%, -0.07%, 15.71%, 22.95%, 32.24%, 13.72%, 1.76%
247, WPM, Wheaton Precious Metals Corp., Basic Materials, Gold, Canada, 21.52B, 30.13, 2.01, 18.47, 3.71, 29.25, 485.40%, 6.05%, 18.75%, 70.10%, 27.20%, 9.50%, 10.20%, 8.80%, 2.10, 2.10, 0.00, 0.00, 54.70%, 49.20%, 49.30%, 14.25%, 34.59%, 24.57%, 11.67%, 15.05%, 2.85%
249, WWR, Westwater Resources Inc., Basic Materials, Other Industrial Metals & Mining, USA, 138.09M, -, -, -, 0.97, -, 48.40%, -, 20.00%, 65.10%, -, -, -, -, 23.00, 23.00, 0.00, 0.00, -, -, -, -6.44%, -28.64%, -26.66%, 90.50%, -14.60%, 7.30%
251, XPL, Solitario Zinc Corp., Basic Materials, Other Industrial Metals & Mining, USA, 39.87M, -, -, -, 1.68, -, 71.40%, -, -, 13.20%, -, -3.60%, -3.60%, -, 44.00, 44.00, 0.00, 0.00, -, -, -, -6.93%, -34.07%, 37.24%, 115.20%, 19.60%, 6.35%
253, ZEUS, Olympic Steel Inc., Basic Materials, Steel, USA, 405.40M, 22.27, 0.76, 0.30, 1.27, 10.37, -245.90%, -66.94%, 34.29%, -, 30.70%, 2.40%, 5.20%, 0.40%, 2.90, 1.30, 0.60, 0.60, 15.60%, 2.20%, 1.20%, 22.35%, 83.90%, 134.27%, 224.12%, 168.19%, 8.90%
255, ZY, Zymergen Inc., Basic Materials, Chemicals, USA, 3.17B, -, -, 238.73, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -33.13%, -, -, -, -14.00%, 10.88%
